630,,account,date,description,amount,category,`
,2382,CIBC_CHECKING,2021-11-15,Internet Banking INTERNET TRANSFER 000000219911,353.48,,TRUE
,2383,CIBC_CHECKING,2021-11-15,Internet Banking INTERNET TRANSFER 000000241876,-343.48,,TRUE
,967,CIBC_CC,2021-11-12,"KOYA JAPAN BURNABY, BC",13.65,,TRUE
,968,CIBC_CC,2021-11-12,"T&T SUPERMARKET #003 VANCOUVER, BC",43.45,,TRUE
,969,CIBC_CC,2021-11-12,"HOT TOPIC #2512 BURNABY, BC",35.56,,TRUE
,970,CIBC_CC,2021-11-10,"TEADOT Vancouver, BC",5.76,,TRUE
,971,CIBC_CC,2021-11-09,"H-MART DOWNTOWN VANCOUVER, BC",29.57,,TRUE
,972,CIBC_CC,2021-11-08,"HOMESENSE 078 VANCOUVER, BC",24.61,,TRUE
,973,CIBC_CC,2021-11-08,"CHOICES YALETOWN # 907 VANCOUVER, BC",37.71,,TRUE
,974,CIBC_CC,2021-11-08,"ART BOX RICHMOND, BC",25.74,,TRUE
,975,CIBC_CC,2021-11-08,"ESTEA BEVERAGE CLUB RICHMOND, BC",15.7,,TRUE
,976,CIBC_CC,2021-11-08,"H-MART RICHMOND RICHMOND, BC",25.39,,TRUE
,977,CIBC_CC,2021-11-08,"OOMOMO ABERDEEN STORE Richmond, BC",5.6,,TRUE
,978,CIBC_CC,2021-11-08,"UPPER CASE VANCOUVER, BC",3.73,,TRUE
,979,CIBC_CC,2021-11-05,"CHATIME VANCOUVER, BC",6.56,,TRUE
,980,CIBC_CC,2021-11-05,"SQ *SESAME ! UBC Vancouver, BC",12.71,,TRUE
,981,CIBC_CC,2021-11-05,"SAFEWAY #4998 VANCOUVER, BC",18.5,,TRUE
,982,CIBC_CC,2021-11-04,"CHOICES YALETOWN # 907 VANCOUVER, BC",24.18,,TRUE
,983,CIBC_CC,2021-11-04,PAYMENT THANK YOU/PAIEMEN T MERCI,-515.71,,TRUE
,984,CIBC_CC,2021-11-03,"THE GRAND NOODLE EMPORIUM VANCOUVER, BC",11.03,,TRUE
,2384,CIBC_CHECKING,2021-11-03,Internet Banking INTERNET TRANSFER 000000249112,515.71,,TRUE
,2385,CIBC_CHECKING,2021-11-03,Internet Banking INTERNET TRANSFER 000000215054,-515.71,,TRUE
,2386,CIBC_CHECKING,2021-11-02,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,828,,TRUE
,985,CIBC_CC,2021-11-01,"BARONESS BUBBLE TEA VANCOUVER, BC",9.2,,TRUE
,986,CIBC_CC,2021-11-01,"CHOICES YALETOWN # 907 VANCOUVER, BC",14.39,,TRUE
,987,CIBC_CC,2021-11-01,"STAPLES STORE #55 VANCOUVER, BC",10.6,,TRUE
,988,CIBC_CC,2021-11-01,"SP * MY SISTERS CLOSET VANCOUVER, BC",5,,TRUE
,989,CIBC_CC,2021-11-01,"CHOICES YALETOWN # 907 VANCOUVER, BC",22.5,,TRUE
,990,CIBC_CC,2021-11-01,"SAFEWAY #4998 VANCOUVER, BC",88.3,,TRUE
,2387,CIBC_CHECKING,2021-11-01,Internet Banking INTERNET BILL PAY 000000224169 BCIT - TUITION PAYMENTS,1279.16,,TRUE
,2388,CIBC_CHECKING,2021-11-01,Internet Banking INTERNET TRANSFER 000000244504,-1279.16,,TRUE
,2389,CIBC_CHECKING,2021-11-01,Internet Banking INTERNET TRANSFER 000000245709,-828,,TRUE
,991,CIBC_CC,2021-10-29,"THE DELLY VANCOUVER, BC",13.6,,TRUE
,992,CIBC_CC,2021-10-29,"SAFEWAY #4998 VANCOUVER, BC",24.07,,TRUE
,993,CIBC_CC,2021-10-29,"AIR CAN* 0142141304916 AIRCANADA.COM, MB",278.51,,TRUE
,2390,CIBC_CHECKING,2021-10-29,Branch Transaction SERVICE CHARGE DISCOUNT,-10.7,,TRUE
,2391,CIBC_CHECKING,2021-10-29,Branch Transaction SERVICE CHARGE ADD TXN$3.75;MONTHLY$6.95 RECORD-KEEPING N/A,10.7,,TRUE
,2392,CIBC_CHECKING,2021-10-28,Internet Banking E-TRANSFER 103929529624 emily li,7,,TRUE
,994,CIBC_CC,2021-10-27,"MIYAMAE SUSHI VANCOUVER, BC",12.88,,TRUE
,995,CIBC_CC,2021-10-27,"TEADOT Vancouver, BC",7.13,,TRUE
,2393,CIBC_CHECKING,2021-10-27,Internet Banking E-TRANSFER 010404495431 ANDREW HUANG,-10,,TRUE
,996,CIBC_CC,2021-10-26,PAYMENT THANK YOU/PAIEMEN T MERCI,-234.33,,TRUE
,997,CIBC_CC,2021-10-25,"CHOICES YALETOWN # 907 VANCOUVER, BC",21.32,,TRUE
,998,CIBC_CC,2021-10-25,"CHOICES YALETOWN # 907 VANCOUVER, BC",11.49,,TRUE
,999,CIBC_CC,2021-10-25,"CHOICES YALETOWN # 907 VANCOUVER, BC",18.05,,TRUE
,1000,CIBC_CC,2021-10-25,"MIYAMAE SUSHI VANCOUVER, BC",15.23,,TRUE
,2394,CIBC_CHECKING,2021-10-25,Internet Banking INTERNET TRANSFER 000000235406,234.33,,TRUE
,2395,CIBC_CHECKING,2021-10-25,Internet Banking INTERNET TRANSFER 000000243996,-300,,TRUE
,2396,CIBC_CHECKING,2021-10-25,Internet Banking E-TRANSFER 103926723083 Andrew Huang,95,,TRUE
,1001,CIBC_CC,2021-10-22,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",5.47,,TRUE
,1002,CIBC_CC,2021-10-22,"BOOKSTORE STARBUCKS VANCOUVER, BC",5.46,,TRUE
,1003,CIBC_CC,2021-10-22,"THE DELLY VANCOUVER, BC",9.4,,TRUE
,1004,CIBC_CC,2021-10-20,"CHOICES YALETOWN # 907 VANCOUVER, BC",17.97,,TRUE
,1005,CIBC_CC,2021-10-19,"CHOICES YALETOWN # 907 VANCOUVER, BC",26.72,,TRUE
,1006,CIBC_CC,2021-10-19,"CHOICES YALETOWN # 907 VANCOUVER, BC",6.45,,TRUE
,2397,CIBC_CHECKING,2021-10-19,Internet Banking E-TRANSFER 010378570936 ANDREW HUANG,-15,,TRUE
,1007,CIBC_CC,2021-10-18,"BC LIQUOR #191 VANCOUVER, BC",49.72,,TRUE
,1008,CIBC_CC,2021-10-18,"EvoCarShare Burnaby, BC",13.22,,TRUE
,2398,CIBC_CHECKING,2021-10-18,Internet Banking E-TRANSFER 103920018493 Emery Ma,2760,,TRUE
,2399,CIBC_CHECKING,2021-10-18,Internet Banking INTERNET TRANSFER 000000216495,-2760,,TRUE
,2400,CIBC_CHECKING,2021-10-18,Internet Banking E-TRANSFER 103919886024 Andrew Huang,145.5,,TRUE
,2401,CIBC_CHECKING,2021-10-18,Internet Banking INTERNET TRANSFER 000000232110,-200,,TRUE
,1009,CIBC_CC,2021-10-15,"SQ *DOWNLOW CHICKEN UBC Vancouver, BC",15.29,,TRUE
,1010,CIBC_CC,2021-10-15,"TEADOT Vancouver, BC",7.13,,TRUE
,1011,CIBC_CC,2021-10-15,"SAFEWAY #4998 VANCOUVER, BC",16.06,,TRUE
,1012,CIBC_CC,2021-10-15,"SHOPPER'S DRUG MART #2292 VANCOUVER, BC",15.1,,TRUE
,1013,CIBC_CC,2021-10-14,"DR. MARTENS CAD 8003611983, QC",179.2,,TRUE
,1014,CIBC_CC,2021-10-14,"GROCERY CHECKOUT VANCOUVER, BC",11.41,,TRUE
,1015,CIBC_CC,2021-10-14,PAYMENT THANK YOU/PAIEMEN T MERCI,-433.8,,TRUE
,1016,CIBC_CC,2021-10-13,"CHOICES YALETOWN # 907 VANCOUVER, BC",7.85,,TRUE
,1017,CIBC_CC,2021-10-13,"SAFEWAY #4942 VANCOUVER, BC",40.92,,TRUE
,2402,CIBC_CHECKING,2021-10-13,Electronic Funds Transfer PREAUTHORIZED DEBIT Koodo Mobile,54.55,,TRUE
,2403,CIBC_CHECKING,2021-10-13,Internet Banking INTERNET TRANSFER 000000226508,433.8,,TRUE
,2404,CIBC_CHECKING,2021-10-13,Internet Banking INTERNET TRANSFER 000000226492,-433.8,,TRUE
,2405,CIBC_CHECKING,2021-10-13,Internet Banking E-TRANSFER 010375167212 ANDREW HUANG,-16,,TRUE
,2406,CIBC_CHECKING,2021-10-13,Internet Banking E-TRANSFER 103916156959 Calvin Du,17,,TRUE
,1018,CIBC_CC,2021-10-12,"AMZN Mktp CA*278O49JR2 WWW.AMAZON.CA, ON",46.19,,TRUE
,1019,CIBC_CC,2021-10-12,"SHOPPERSDRUGMART2273 VANCOUVER, BC",10.46,,TRUE
,1020,CIBC_CC,2021-10-12,"T&T SUPERMARKET #003 VANCOUVER, BC",65.41,,TRUE
,1021,CIBC_CC,2021-10-12,"BOBA BOY VANCOUVER, BC",6.64,,TRUE
,1022,CIBC_CC,2021-10-12,"THE DELLY VANCOUVER, BC",9.4,,TRUE
,1023,CIBC_CC,2021-10-12,"H-MART EXPRESS UBC VANCOUVER, BC",9.98,,TRUE
,1024,CIBC_CC,2021-10-12,"IMAGINUS CANADA LIMITED TORONTO, ON",5.6,,TRUE
,2407,CIBC_CHECKING,2021-10-12,Internet Banking E-TRANSFER 103915308576 Emery Ma,3000,,TRUE
,2408,CIBC_CHECKING,2021-10-12,Internet Banking INTERNET TRANSFER 000000228172,-3000,,TRUE
,2409,CIBC_CHECKING,2021-10-12,Internet Banking E-TRANSFER 010396593033 ANDREW HUANG,-17,,TRUE
,1025,CIBC_CC,2021-10-08,"AMZN Mktp CA*274SC5EC1 WWW.AMAZON.CA, ON",20.99,,TRUE
,1026,CIBC_CC,2021-10-07,PAYMENT THANK YOU/PAIEMEN T MERCI,-176.66,,TRUE
,1027,CIBC_CC,2021-10-06,"SQ *GET THRIFTY UBC 8774174551, BC",28,,TRUE
,2410,CIBC_CHECKING,2021-10-06,Internet Banking INTERNET TRANSFER 000000265787,176.66,,TRUE
,2411,CIBC_CHECKING,2021-10-06,Internet Banking INTERNET TRANSFER 000000283555,-300,,TRUE
,1028,CIBC_CC,2021-10-05,"COINAMATIC CANADA INC. VANCOUVER, BC",30,,TRUE
,1029,CIBC_CC,2021-10-05,"CHOICES YALETOWN # 907 VANCOUVER, BC",15.83,,TRUE
,1030,CIBC_CC,2021-10-04,"STARBUCKS - PSP VANCOUVER, BC",5.51,,TRUE
,1031,CIBC_CC,2021-10-04,"AMZN Mktp CA*2C3I202I0 WWW.AMAZON.CA, ON",73.45,,TRUE
,1032,CIBC_CC,2021-10-04,PAYMENT THANK YOU/PAIEMEN T MERCI,-280.69,,TRUE
,1033,CIBC_CC,2021-10-04,"SHOPPER'S DRUG MART #2292 VANCOUVER, BC",23.87,,TRUE
,2412,CIBC_CHECKING,2021-10-04,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,828,,TRUE
,2413,CIBC_CHECKING,2021-10-04,Internet Banking E-TRANSFER 103907781044 Andrew Huang,64.35,,TRUE
,1034,CIBC_CC,2021-10-01,"SHOPPERSDRUGMART2273 VANCOUVER, BC",7.83,,TRUE
,1035,CIBC_CC,2021-10-01,"MIDAM VANCOUVER, BC",14.25,,TRUE
,2414,CIBC_CHECKING,2021-10-01,Internet Banking INTERNET TRANSFER 000000273731,280.69,,TRUE
,2415,CIBC_CHECKING,2021-10-01,Internet Banking INTERNET TRANSFER 000000273591,-280.69,,TRUE
,2416,CIBC_CHECKING,2021-10-01,Internet Banking E-TRANSFER 010369276088 CALVIN G DU,-18.5,,TRUE
,2417,CIBC_CHECKING,2021-10-01,Internet Banking E-TRANSFER 103905159555 Calvin Du,6.92,,TRUE
,2418,CIBC_CHECKING,2021-10-01,Internet Banking E-TRANSFER 103904249492 Calvin Du,37,,TRUE
,1036,CIBC_CC,2021-09-29,"TEADOT Vancouver, BC",6.81,,TRUE
,1037,CIBC_CC,2021-09-29,"PEARL FEVER TEA HOUSE VANCOUVER, BC",6.38,,TRUE
,2419,CIBC_CHECKING,2021-09-29,Branch Transaction SERVICE CHARGE DISCOUNT,-9.45,,TRUE
,2420,CIBC_CHECKING,2021-09-29,Branch Transaction SERVICE CHARGE ADD TXN$2.50;MONTHLY$6.95 RECORD-KEEPING N/A,9.45,,TRUE
,2421,CIBC_CHECKING,2021-09-29,Internet Banking INTERNET TRANSFER 000000260050,-300,,TRUE
,2422,CIBC_CHECKING,2021-09-29,Internet Banking E-TRANSFER 010368060742 EMERY MA,-500,,TRUE
,1038,CIBC_CC,2021-09-28,"YUNGSHANG RICE NOODLE HOU VANCOUVER, BC",13.74,,TRUE
,1039,CIBC_CC,2021-09-28,"SAFEWAY #4998 VANCOUVER, BC",57.03,,TRUE
,2423,CIBC_CHECKING,2021-09-28,Internet Banking E-TRANSFER 103902065268 Calvin Du,4.14,,TRUE
,2424,CIBC_CHECKING,2021-09-28,Internet Banking E-TRANSFER 010389748115 ANDREW HUANG,-6.5,,TRUE
,1040,CIBC_CC,2021-09-27,"EvoCarShare Burnaby, BC",11.22,,TRUE
,1041,CIBC_CC,2021-09-27,"CHOICES YALETOWN # 907 VANCOUVER, BC",6.4,,TRUE
,1042,CIBC_CC,2021-09-27,"SUNSHINE DINER. VANCOUVER, BC",28.93,,TRUE
,1043,CIBC_CC,2021-09-27,"UPPER CASE VANCOUVER, BC",2.78,,TRUE
,2425,CIBC_CHECKING,2021-09-27,Internet Banking E-TRANSFER 010366458600 ANDREW HUANG,-6,,TRUE
,2426,CIBC_CHECKING,2021-09-27,Internet Banking E-TRANSFER 010366336398 ANDREW HUANG,-57,,TRUE
,2427,CIBC_CHECKING,2021-09-27,Internet Banking E-TRANSFER 010365894752 PARK YH,-15,,TRUE
,1044,CIBC_CC,2021-09-24,"SHOPPERSDRUGMART2273 VANCOUVER, BC",12.37,,TRUE
,1045,CIBC_CC,2021-09-24,"SAFEWAY #4998 VANCOUVER, BC",5.59,,TRUE
,1046,CIBC_CC,2021-09-24,"SAFEWAY #4998 VANCOUVER, BC",49.34,,TRUE
,1047,CIBC_CC,2021-09-23,"EvoCarShare Burnaby, BC",11.22,,TRUE
,1048,CIBC_CC,2021-09-22,"UBER CANADA/UBEREATS TORONTO, ON",35.77,,TRUE
,1049,CIBC_CC,2021-09-22,"STARBUCKS 04576 VANCOUVER, BC",11.03,,TRUE
,1050,CIBC_CC,2021-09-21,PAYMENT THANK YOU/PAIEMEN T MERCI,-136.8,,TRUE
,1051,CIBC_CC,2021-09-21,"SAFEWAY #4901 VANCOUVER, BC",10.96,,TRUE
,2428,CIBC_CHECKING,2021-09-21,Internet Banking E-TRANSFER 010364481022 ANDREW HUANG,-15,,TRUE
,1052,CIBC_CC,2021-09-20,"OOMOMO VANCOUVER DT ST Vancouver, BC",11.2,,TRUE
,1053,CIBC_CC,2021-09-20,"OOMOMO VANCOUVER DT ST Vancouver, BC",8.23,,TRUE
,1054,CIBC_CC,2021-09-20,"DANK MART VANCOUVER, BC",6.92,,TRUE
,1055,CIBC_CC,2021-09-20,"MUJI ROBSON STREET VANCOUVER, BC",10.98,,TRUE
,1056,CIBC_CC,2021-09-20,"DAISO CANADA CO LTD VANCOUVER, BC",5.33,,TRUE
,1057,CIBC_CC,2021-09-20,"MASA JAPANESE RESTAURANT VANCOUVER, BC",21,,TRUE
,1058,CIBC_CC,2021-09-20,"CHOICES YALETOWN # 907 VANCOUVER, BC",22.48,,TRUE
,1059,CIBC_CC,2021-09-20,"H-MART EXPRESS UBC VANCOUVER, BC",21.8,,TRUE
,2429,CIBC_CHECKING,2021-09-20,Internet Banking INTERNET TRANSFER 000000257612,-54,,TRUE
,2430,CIBC_CHECKING,2021-09-20,Internet Banking INTERNET TRANSFER 000000257574,136.8,,TRUE
,2431,CIBC_CHECKING,2021-09-20,Internet Banking INTERNET TRANSFER 000000266852,-136.8,,TRUE
,1060,CIBC_CC,2021-09-17,"GROCERY CHECKOUT VANCOUVER, BC",4.62,,TRUE
,1061,CIBC_CC,2021-09-17,"H-MART EXPRESS UBC VANCOUVER, BC",13.28,,TRUE
,1062,CIBC_CC,2021-09-17,"STARBUCKS (UBC TECH FACIL VANCOUVER, BC",13.16,,TRUE
,1063,CIBC_CC,2021-09-16,"EvoCarShare Burnaby, BC",10.76,,TRUE
,1064,CIBC_CC,2021-09-16,"EvoCarShare Burnaby, BC",1.58,,TRUE
,1065,CIBC_CC,2021-09-16,PAYMENT THANK YOU/PAIEMEN T MERCI,-130.51,,TRUE
,1066,CIBC_CC,2021-09-15,"CHOICES YALETOWN # 907 VANCOUVER, BC",15.54,,TRUE
,2432,CIBC_CHECKING,2021-09-15,Internet Banking INTERNET TRANSFER 000000270871,130.51,,TRUE
,2433,CIBC_CHECKING,2021-09-15,Internet Banking INTERNET TRANSFER 000000250191,-130.51,,TRUE
,2434,CIBC_CHECKING,2021-09-15,Internet Banking E-TRANSFER 010383499589 ANDREW HUANG,-5.5,,TRUE
,1067,CIBC_CC,2021-09-14,"SEPHORA.CA SEPHORA.CA, QC",84,,TRUE
,1068,CIBC_CC,2021-09-14,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",5.47,,TRUE
,1069,CIBC_CC,2021-09-14,PAYMENT THANK YOU/PAIEMEN T MERCI,-93.31,,TRUE
,1070,CIBC_CC,2021-09-14,"SAVE ON FOODS #993 VANCOUVER, BC",30.8,,TRUE
,1071,CIBC_CC,2021-09-13,"MEI MEI FLORIST VANCOUVER, BC",16.79,,TRUE
,1072,CIBC_CC,2021-09-13,"BATH & BODY WORKS #6019 VANCOUVER, BC",11.16,,TRUE
,1073,CIBC_CC,2021-09-13,"DOWNTOWN FLORIST VANCOUVER, BC",11.2,,TRUE
,1074,CIBC_CC,2021-09-13,"DAISO CANADA CO LTD VANCOUVER, BC",6.17,,TRUE
,1075,CIBC_CC,2021-09-13,"PHO EXPRESS ANGKOR NOODLE VANCOUVER, BC",17.19,,TRUE
,1076,CIBC_CC,2021-09-13,PAYMENT THANK YOU/PAIEMEN T MERCI,-156.86,,TRUE
,1077,CIBC_CC,2021-09-13,"STARBUCKS (UBC TECH FACIL VANCOUVER, BC",13.28,,TRUE
,1078,CIBC_CC,2021-09-13,"SAFEWAY #4901 VANCOUVER, BC",37.44,,TRUE
,1079,CIBC_CC,2021-09-13,"MIYAMAE SUSHI VANCOUVER, BC",14.68,,TRUE
,1080,CIBC_CC,2021-09-13,"SAFEWAY #4998 VANCOUVER, BC",35.65,,TRUE
,2435,CIBC_CHECKING,2021-09-13,Electronic Funds Transfer PREAUTHORIZED DEBIT Koodo Mobile,54.01,,TRUE
,2436,CIBC_CHECKING,2021-09-13,Internet Banking INTERNET TRANSFER 000000288733,93.31,,TRUE
,2437,CIBC_CHECKING,2021-09-13,Internet Banking INTERNET TRANSFER 000000288717,-93.31,,TRUE
,2438,CIBC_CHECKING,2021-09-13,Internet Banking E-TRANSFER 010359914736 ANDREW HUANG,-20,,TRUE
,2439,CIBC_CHECKING,2021-09-10,Internet Banking INTERNET TRANSFER 000000263053,156.86,,TRUE
,2440,CIBC_CHECKING,2021-09-10,Internet Banking E-TRANSFER 103886804879 Andrew Huang,20,,TRUE
,1081,CIBC_CC,2021-09-09,"UBC EPAYMENT 604-822-2008, BC",44.1,,TRUE
,2441,CIBC_CHECKING,2021-09-09,Internet Banking E-TRANSFER 103886388779 Andrew Huang,10,,TRUE
,2442,CIBC_CHECKING,2021-09-09,Automated Banking Machine ATM WITHDRAWAL UNIVERSITY BLVD 1D27,40,,TRUE
,2443,CIBC_CHECKING,2021-09-09,Internet Banking INTERNET TRANSFER 000000254037,-100,,TRUE
,1082,CIBC_CC,2021-09-08,PAYMENT THANK YOU/PAIEMEN T MERCI,-155.82,,TRUE
,2444,CIBC_CHECKING,2021-09-08,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,3364.27,,TRUE
,1083,CIBC_CC,2021-09-07,"SQ *#5990 STEVE'S POKE BA Vancouver, BC",11.71,,TRUE
,1084,CIBC_CC,2021-09-07,"STARBUCKS - PSP VANCOUVER, BC",5.2,,TRUE
,1085,CIBC_CC,2021-09-07,"SHOPPERSDRUGMART2273 VANCOUVER, BC",3.76,,TRUE
,1086,CIBC_CC,2021-09-07,"H-MART DOWNTOWN VANCOUVER, BC",16.3,,TRUE
,1087,CIBC_CC,2021-09-07,"UBER* EATS TORONTO, ON",17.25,,TRUE
,1088,CIBC_CC,2021-09-07,"INS MARKET # 9166 VANCOUVER, BC",5.79,,TRUE
,1089,CIBC_CC,2021-09-07,"BREKA BAKERY & CAFE VANCOUVER, BC",18.98,,TRUE
,1090,CIBC_CC,2021-09-07,"CHOICES YALETOWN # 907 VANCOUVER, BC",9.11,,TRUE
,1091,CIBC_CC,2021-09-07,"MICHAELS #3974 VANCOUVER, BC",3.12,,TRUE
,2445,CIBC_CHECKING,2021-09-07,Internet Banking E-TRANSFER 103884453535 Andrew Huang,25,,TRUE
,2446,CIBC_CHECKING,2021-09-07,Internet Banking INTERNET TRANSFER 000000252341,-3364.27,,TRUE
,2447,CIBC_CHECKING,2021-09-07,Internet Banking INTERNET TRANSFER 000000282837,155.82,,TRUE
,2448,CIBC_CHECKING,2021-09-07,Internet Banking INTERNET TRANSFER 000000261809,-155.82,,TRUE
,2449,CIBC_CHECKING,2021-09-03,Internet Banking E-TRANSFER 103880787465 Jed,9.25,,TRUE
,1092,CIBC_CC,2021-09-01,"PERSIA FOODS VANCOUVER, BC",8.43,,TRUE
,1093,CIBC_CC,2021-09-01,"NORI BENTO & UDON VANCOUVER, BC",12.11,,TRUE
,1094,CIBC_CC,2021-09-01,"DONA LUCIA ESTHETICS BROA VANCOUVER, BC",48.3,,TRUE
,1095,CIBC_CC,2021-09-01,"H-MART EXPRESS UBC VANCOUVER, BC",7.47,,TRUE
,2450,CIBC_CHECKING,2021-09-01,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,828,,TRUE
,1096,CIBC_CC,2021-08-31,PAYMENT THANK YOU/PAIEMEN T MERCI,-315.05,,TRUE
,1097,CIBC_CC,2021-08-31,"H-MART DOWNTOWN VANCOUVER, BC",16.02,,TRUE
,2451,CIBC_CHECKING,2021-08-31,Branch Transaction SERVICE CHARGE DISCOUNT,-11.95,,TRUE
,2452,CIBC_CHECKING,2021-08-31,Branch Transaction SERVICE CHARGE ADD TXN$5.00;MONTHLY$6.95 RECORD-KEEPING N/A,11.95,,TRUE
,1098,CIBC_CC,2021-08-30,"THE CANDY ROOM VANCOUVER, BC",2.81,,TRUE
,1099,CIBC_CC,2021-08-30,"SULBING CAFE ROBSON LTD. VANCOUVER, BC",16.41,,TRUE
,1100,CIBC_CC,2021-08-30,"H-MART DOWNTOWN VANCOUVER, BC",41.85,,TRUE
,1101,CIBC_CC,2021-08-30,"SQ *SESAME ! UBC Vancouver, BC",10.5,,TRUE
,1102,CIBC_CC,2021-08-30,"UBER* EATS PENDING TORONTO, ON",40.92,,TRUE
,1103,CIBC_CC,2021-08-30,"MCDONALD'S #19170 Q04 VANCOUVER, BC",9.23,,TRUE
,1104,CIBC_CC,2021-08-30,"SAFEWAY #4998 VANCOUVER, BC",10.61,,TRUE
,2453,CIBC_CHECKING,2021-08-30,Internet Banking E-TRANSFER 103876376233 Andrew Huang,15,,TRUE
,2454,CIBC_CHECKING,2021-08-30,Internet Banking E-TRANSFER 010375696549 ANDREW HUANG,-15,,TRUE
,2455,CIBC_CHECKING,2021-08-30,Internet Banking INTERNET TRANSFER 000000262705,-850,,TRUE
,2456,CIBC_CHECKING,2021-08-30,Internet Banking INTERNET TRANSFER 000000288664,315.05,,TRUE
,2457,CIBC_CHECKING,2021-08-30,Internet Banking INTERNET TRANSFER 000000288658,-315.05,,TRUE
,2458,CIBC_CHECKING,2021-08-30,Internet Banking E-TRANSFER 010352485968 ANDREW HUANG,-21,,TRUE
,1105,CIBC_CC,2021-08-27,"COINAMATIC CANADA INC. VANCOUVER, BC",20,,TRUE
,1106,CIBC_CC,2021-08-26,"CHOICES YALETOWN # 907 VANCOUVER, BC",9.92,,TRUE
,2459,CIBC_CHECKING,2021-08-26,Internet Banking E-TRANSFER 103872392327 Andrew Huang,4.9,,TRUE
,1107,CIBC_CC,2021-08-25,"YUNGSHANG RICE NOODLE HOU VANCOUVER, BC",23.26,,TRUE
,1108,CIBC_CC,2021-08-24,PAYMENT THANK YOU/PAIEMEN T MERCI,-413.58,,TRUE
,2460,CIBC_CHECKING,2021-08-24,Internet Banking E-TRANSFER 010350362420 COLIN WIERTS,-25,,TRUE
,1109,CIBC_CC,2021-08-23,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",5.47,,TRUE
,1110,CIBC_CC,2021-08-23,"DAISO CANADA CO LTD VANCOUVER, BC",2.52,,TRUE
,1111,CIBC_CC,2021-08-23,"SHOPPERSDRUGMART2277 VANCOUVER, BC",22.38,,TRUE
,1112,CIBC_CC,2021-08-23,"H&M CA #037 - PACIFIC VANCOUVER, BC",59.34,,TRUE
,1113,CIBC_CC,2021-08-23,"H-MART DOWNTOWN VANCOUVER, BC",29.28,,TRUE
,2461,CIBC_CHECKING,2021-08-23,Internet Banking E-TRANSFER 010371187123 ANDREW HUANG,-14.64,,TRUE
,2462,CIBC_CHECKING,2021-08-23,Internet Banking INTERNET TRANSFER 000000239779,413.58,,TRUE
,2463,CIBC_CHECKING,2021-08-23,Internet Banking INTERNET TRANSFER 000000245764,-413.58,,TRUE
,1114,CIBC_CC,2021-08-20,"TOGO SUSHI UBC VANCOUVER, BC",34.18,,TRUE
,1115,CIBC_CC,2021-08-20,"SQ *TACOMIO GOURMET TACOS Vancouver, BC",15.64,,TRUE
,1116,CIBC_CC,2021-08-20,"BARONESS BUBBLE TEA VANCOUVER, BC",13.81,,TRUE
,1117,CIBC_CC,2021-08-20,"H-MART EXPRESS UBC VANCOUVER, BC",24.14,,TRUE
,1118,CIBC_CC,2021-08-19,"SQ *BLOEDEL CONSERVATORY 8774174551, BC",22.84,,TRUE
,1119,CIBC_CC,2021-08-19,"SHARETEA VANCOUVER, BC",12.6,,TRUE
,1120,CIBC_CC,2021-08-18,"LUSH CHINOOK CALGARY, AB",35.54,,TRUE
,1121,CIBC_CC,2021-08-18,"WOW CHICKEN CALGARY, AB",16.74,,TRUE
,1122,CIBC_CC,2021-08-18,"WOW CHICKEN CALGARY, AB",3.35,,TRUE
,1123,CIBC_CC,2021-08-18,"WOW CHICKEN CALGARY, AB",17.99,,TRUE
,1124,CIBC_CC,2021-08-18,"SAFEWAY #8824 CALGARY, AB",8.48,,TRUE
,1125,CIBC_CC,2021-08-17,"STARBUCKS 04875 CALGARY, AB",12.29,,TRUE
,1126,CIBC_CC,2021-08-17,"SEPHORA CHINOOK CALGARY, AB",166.95,,TRUE
,1127,CIBC_CC,2021-08-17,"SUGAR MARMALADE CALGARY, AB",23.56,,TRUE
,1128,CIBC_CC,2021-08-17,PAYMENT THANK YOU/PAIEMEN T MERCI,-411.07,,TRUE
,1129,CIBC_CC,2021-08-17,"SAFEWAY #8824 CALGARY, AB",3.76,,TRUE
,1130,CIBC_CC,2021-08-16,"SQ *VERY GOOD ENTERTAINME Calgary, AB",12.08,,TRUE
,1131,CIBC_CC,2021-08-16,"HANKKI KOREAN STREET FOOD CALGARY, AB",4.41,,TRUE
,1132,CIBC_CC,2021-08-16,"BANK & BARON PUB CALGARY, AB",11.76,,TRUE
,1133,CIBC_CC,2021-08-16,"BLANCO - CANTINA - KENSIN CALGARY, AB",32.3,,TRUE
,1134,CIBC_CC,2021-08-16,"SQ *VERY GOOD ENTERTAINME CALGARY, AB",10.08,,TRUE
,1135,CIBC_CC,2021-08-16,"MADE BY MARCUS CALGARY, AB",6.6,,TRUE
,1136,CIBC_CC,2021-08-16,"ADVANCED EYECARE CENTRE CALGARY, AB",320,,TRUE
